request,response,result
0E 7B 00 00 00 06 01 02 00 00 00 64 ,0E 7B 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 7C 00 00 00 06 01 02 00 00 00 64 ,0E 7C 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 7D 00 00 00 06 01 02 00 00 00 64 ,0E 7D 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 7E 00 00 00 06 01 02 00 00 00 64 ,0E 7E 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 7F 00 00 00 06 01 02 00 00 00 64 ,0E 7F 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 80 00 00 00 06 01 02 00 00 00 64 ,0E 80 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 81 00 00 00 06 01 02 00 00 00 64 ,0E 81 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 82 00 00 00 06 01 02 00 00 00 64 ,0E 82 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 83 00 00 00 06 01 02 00 00 00 64 ,0E 83 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 84 00 00 00 06 01 02 00 00 00 64 ,0E 84 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 85 00 00 00 06 01 02 00 00 00 64 ,0E 85 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 86 00 00 00 06 01 02 00 00 00 64 ,0E 86 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 87 00 00 00 06 01 02 00 00 00 64 ,0E 87 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 88 00 00 00 06 01 02 00 00 00 64 ,0E 88 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 89 00 00 00 06 01 02 00 00 00 64 ,0E 89 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 8A 00 00 00 06 01 02 00 00 00 64 ,0E 8A 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 8B 00 00 00 06 01 02 00 00 00 64 ,0E 8B 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 8C 00 00 00 06 01 02 00 00 00 64 ,0E 8C 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 8D 00 00 00 06 01 02 00 00 00 64 ,0E 8D 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 8E 00 00 00 06 01 02 00 00 00 64 ,0E 8E 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 8F 00 00 00 06 01 02 00 00 00 64 ,0E 8F 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 90 00 00 00 06 01 02 00 00 00 64 ,0E 90 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 91 00 00 00 06 01 02 00 00 00 64 ,0E 91 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
0E 92 00 00 00 06 01 02 00 00 00 64 ,0E 92 00 00 00 10 01 02 0D 70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E ,70 F1 C0 C8 F2 C5 76 D5 27 CB 57 70 0E
0E 93 00 00 00 06 01 02 00 00 00 64 ,0E 93 00 00 00 10 01 02 0D 9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01 ,9F 0E 3F 37 0D 3A 89 2A D8 34 A8 8F 01
