request,response,result
0F 80 00 00 00 06 01 03 00 00 00 64 ,0F 80 00 00 00 CB 01 03 C8 01 26 81 C3 02 00 81 37 01 24 81 D7 02 00 01 1C 01 B7 81 90 02 00 2D 0D 02 00 81 3B 02 00 01 87 01 92 02 00 81 8B 02 00 81 1C 81 BF 02 00 02 00 01 6B 01 81 02 00 01 71 02 00 01 AF 02 0C 02 00 01 8F 02 00 06 51 31 56 02 00 02 00 06 08 81 40 00 DD 02 00 03 1B 00 DC 02 00 81 E3 02 00 80 D9 81 DF 02 00 80 D5 02 00 01 46 01 F3 02 18 80 BC 02 00 81 82 80 BF 02 00 00 E5 02 00 81 73 02 00 81 D3 02 00 81 08 80 F1 00 F6 02 00 05 C2 05 43 02 16 02 00 01 5A 00 DF 80 F2 02 00 01 49 02 00 81 CF 02 00 01 B8 03 82 02 00 03 86 00 CE 80 B5 02 00 81 CB 02 00 02 11 02 00 00 C0 02 00 00 BA 81 C8 02 00 80 C3 02 00 ,01 26 81 C3 02 00 81 37 01 24 81 D7 02 00 01 1C 01 B7 81 90 02 00 2D 0D 02 00 81 3B 02 00 01 87 01 92 02 00 81 8B 02 00 81 1C 81 BF 02 00 02 00 01 6B 01 81 02 00 01 71 02 00 01 AF 02 0C 02 00 01 8F 02 00 06 51 31 56 02 00 02 00 06 08 81 40 00 DD 02 00 03 1B 00 DC 02 00 81 E3 02 00 80 D9 81 DF 02 00 80 D5 02 00 01 46 01 F3 02 18 80 BC 02 00 81 82 80 BF 02 00 00 E5 02 00 81 73 02 00 81 D3 02 00 81 08 80 F1 00 F6 02 00 05 C2 05 43 02 16 02 00 01 5A 00 DF 80 F2 02 00 01 49 02 00 81 CF 02 00 01 B8 03 82 02 00 03 86 00 CE 80 B5 02 00 81 CB 02 00 02 11 02 00 00 C0 02 00 00 BA 81 C8 02 00 80 C3 02 00 
0F 81 00 00 00 06 01 03 00 00 00 64 ,0F 81 00 00 00 CB 01 03 C8 01 27 81 C4 02 01 81 38 01 25 81 D8 02 01 01 1D 01 B8 81 91 02 01 2D 0E 02 01 81 3C 02 01 01 88 01 93 02 01 81 8C 02 01 81 1D 81 C0 02 01 02 01 01 6C 01 82 02 01 01 72 02 01 01 B0 02 0D 02 01 01 90 02 01 06 52 31 57 02 01 02 01 06 09 81 41 00 DE 02 01 03 1C 00 DD 02 01 81 E4 02 01 80 DA 81 E0 02 01 80 D6 02 01 01 47 01 F4 02 19 80 BD 02 01 81 83 80 C0 02 01 00 E6 02 01 81 74 02 01 81 D4 02 01 81 09 80 F2 00 F7 02 01 05 C3 05 44 02 17 02 01 01 5B 00 E0 80 F3 02 01 01 4A 02 01 81 D0 02 01 01 B9 03 83 02 01 03 87 00 CF 80 B6 02 01 81 CC 02 01 02 12 02 01 00 C1 02 01 00 BB 81 C9 02 01 80 C4 02 01 ,01 27 81 C4 02 01 81 38 01 25 81 D8 02 01 01 1D 01 B8 81 91 02 01 2D 0E 02 01 81 3C 02 01 01 88 01 93 02 01 81 8C 02 01 81 1D 81 C0 02 01 02 01 01 6C 01 82 02 01 01 72 02 01 01 B0 02 0D 02 01 01 90 02 01 06 52 31 57 02 01 02 01 06 09 81 41 00 DE 02 01 03 1C 00 DD 02 01 81 E4 02 01 80 DA 81 E0 02 01 80 D6 02 01 01 47 01 F4 02 19 80 BD 02 01 81 83 80 C0 02 01 00 E6 02 01 81 74 02 01 81 D4 02 01 81 09 80 F2 00 F7 02 01 05 C3 05 44 02 17 02 01 01 5B 00 E0 80 F3 02 01 01 4A 02 01 81 D0 02 01 01 B9 03 83 02 01 03 87 00 CF 80 B6 02 01 81 CC 02 01 02 12 02 01 00 C1 02 01 00 BB 81 C9 02 01 80 C4 02 01 
0F 82 00 00 00 06 01 03 00 00 00 64 ,0F 82 00 00 00 CB 01 03 C8 01 28 81 C5 02 02 81 39 01 26 81 D9 02 02 01 1E 01 B9 81 92 02 02 2D 0F 02 02 81 3D 02 02 01 89 01 94 02 02 81 8D 02 02 81 1E 81 C1 02 02 02 02 01 6D 01 83 02 02 01 73 02 02 01 B1 02 0E 02 02 01 91 02 02 06 53 31 58 02 02 02 02 06 0A 81 42 00 DF 02 02 03 1D 00 DE 02 02 81 E5 02 02 80 DB 81 E1 02 02 80 D7 02 02 01 48 01 F5 02 1A 80 BE 02 02 81 84 80 C1 02 02 00 E7 02 02 81 75 02 02 81 D5 02 02 81 0A 80 F3 00 F8 02 02 05 C4 05 45 02 18 02 02 01 5C 00 E1 80 F4 02 02 01 4B 02 02 81 D1 02 02 01 BA 03 84 02 02 03 88 00 D0 80 B7 02 02 81 CD 02 02 02 13 02 02 00 C2 02 02 00 BC 81 CA 02 02 80 C5 02 02 ,01 28 81 C5 02 02 81 39 01 26 81 D9 02 02 01 1E 01 B9 81 92 02 02 2D 0F 02 02 81 3D 02 02 01 89 01 94 02 02 81 8D 02 02 81 1E 81 C1 02 02 02 02 01 6D 01 83 02 02 01 73 02 02 01 B1 02 0E 02 02 01 91 02 02 06 53 31 58 02 02 02 02 06 0A 81 42 00 DF 02 02 03 1D 00 DE 02 02 81 E5 02 02 80 DB 81 E1 02 02 80 D7 02 02 01 48 01 F5 02 1A 80 BE 02 02 81 84 80 C1 02 02 00 E7 02 02 81 75 02 02 81 D5 02 02 81 0A 80 F3 00 F8 02 02 05 C4 05 45 02 18 02 02 01 5C 00 E1 80 F4 02 02 01 4B 02 02 81 D1 02 02 01 BA 03 84 02 02 03 88 00 D0 80 B7 02 02 81 CD 02 02 02 13 02 02 00 C2 02 02 00 BC 81 CA 02 02 80 C5 02 02 
0F 83 00 00 00 06 01 03 00 00 00 64 ,0F 83 00 00 00 CB 01 03 C8 01 29 81 C6 02 03 81 3A 01 27 81 DA 02 03 01 1F 01 BA 81 93 02 03 2D 10 02 03 81 3E 02 03 01 8A 01 95 02 03 81 8E 02 03 81 1F 81 C2 02 03 02 03 01 6E 01 84 02 03 01 74 02 03 01 B2 02 0F 02 03 01 92 02 03 06 54 31 59 02 03 02 03 06 0B 81 43 00 E0 02 03 03 1E 00 DF 02 03 81 E6 02 03 80 DC 81 E2 02 03 80 D8 02 03 01 49 01 F6 02 1B 80 BF 02 03 81 85 80 C2 02 03 00 E8 02 03 81 76 02 03 81 D6 02 03 81 0B 80 F4 00 F9 02 03 05 C5 05 46 02 19 02 03 01 5D 00 E2 80 F5 02 03 01 4C 02 03 81 D2 02 03 01 BB 03 85 02 03 03 89 00 D1 80 B8 02 03 81 CE 02 03 02 14 02 03 00 C3 02 03 00 BD 81 CB 02 03 80 C6 02 03 ,01 29 81 C6 02 03 81 3A 01 27 81 DA 02 03 01 1F 01 BA 81 93 02 03 2D 10 02 03 81 3E 02 03 01 8A 01 95 02 03 81 8E 02 03 81 1F 81 C2 02 03 02 03 01 6E 01 84 02 03 01 74 02 03 01 B2 02 0F 02 03 01 92 02 03 06 54 31 59 02 03 02 03 06 0B 81 43 00 E0 02 03 03 1E 00 DF 02 03 81 E6 02 03 80 DC 81 E2 02 03 80 D8 02 03 01 49 01 F6 02 1B 80 BF 02 03 81 85 80 C2 02 03 00 E8 02 03 81 76 02 03 81 D6 02 03 81 0B 80 F4 00 F9 02 03 05 C5 05 46 02 19 02 03 01 5D 00 E2 80 F5 02 03 01 4C 02 03 81 D2 02 03 01 BB 03 85 02 03 03 89 00 D1 80 B8 02 03 81 CE 02 03 02 14 02 03 00 C3 02 03 00 BD 81 CB 02 03 80 C6 02 03 
0F 84 00 00 00 06 01 03 00 00 00 64 ,0F 84 00 00 00 CB 01 03 C8 01 2A 81 C7 02 04 81 3B 01 28 81 DB 02 04 01 20 01 BB 81 94 02 04 2D 11 02 04 81 3F 02 04 01 8B 01 96 02 04 81 8F 02 04 81 20 81 C3 02 04 02 04 01 6F 01 85 02 04 01 75 02 04 01 B3 02 10 02 04 01 93 02 04 06 55 31 5A 02 04 02 04 06 0C 81 44 00 E1 02 04 03 1F 00 E0 02 04 81 E7 02 04 80 DD 81 E3 02 04 80 D9 02 04 01 4A 01 F7 02 1C 80 C0 02 04 81 86 80 C3 02 04 00 E9 02 04 81 77 02 04 81 D7 02 04 81 0C 80 F5 00 FA 02 04 05 C6 05 47 02 1A 02 04 01 5E 00 E3 80 F6 02 04 01 4D 02 04 81 D3 02 04 01 BC 03 86 02 04 03 8A 00 D2 80 B9 02 04 81 CF 02 04 02 15 02 04 00 C4 02 04 00 BE 81 CC 02 04 80 C7 02 04 ,01 2A 81 C7 02 04 81 3B 01 28 81 DB 02 04 01 20 01 BB 81 94 02 04 2D 11 02 04 81 3F 02 04 01 8B 01 96 02 04 81 8F 02 04 81 20 81 C3 02 04 02 04 01 6F 01 85 02 04 01 75 02 04 01 B3 02 10 02 04 01 93 02 04 06 55 31 5A 02 04 02 04 06 0C 81 44 00 E1 02 04 03 1F 00 E0 02 04 81 E7 02 04 80 DD 81 E3 02 04 80 D9 02 04 01 4A 01 F7 02 1C 80 C0 02 04 81 86 80 C3 02 04 00 E9 02 04 81 77 02 04 81 D7 02 04 81 0C 80 F5 00 FA 02 04 05 C6 05 47 02 1A 02 04 01 5E 00 E3 80 F6 02 04 01 4D 02 04 81 D3 02 04 01 BC 03 86 02 04 03 8A 00 D2 80 B9 02 04 81 CF 02 04 02 15 02 04 00 C4 02 04 00 BE 81 CC 02 04 80 C7 02 04 
0F 85 00 00 00 06 01 03 00 00 00 64 ,0F 85 00 00 00 CB 01 03 C8 01 2B 81 C8 02 05 81 3C 01 29 81 DC 02 05 01 21 01 BC 81 95 02 05 2D 12 02 05 81 40 02 05 01 8C 01 97 02 05 81 90 02 05 81 21 81 C4 02 05 02 05 01 70 01 86 02 05 01 76 02 05 01 B4 02 11 02 05 01 94 02 05 06 56 31 5B 02 05 02 05 06 0D 81 45 00 E2 02 05 03 20 00 E1 02 05 81 E8 02 05 80 DE 81 E4 02 05 80 DA 02 05 01 4B 01 F8 02 1D 80 C1 02 05 81 87 80 C4 02 05 00 EA 02 05 81 78 02 05 81 D8 02 05 81 0D 80 F6 00 FB 02 05 05 C7 05 48 02 1B 02 05 01 5F 00 E4 80 F7 02 05 01 4E 02 05 81 D4 02 05 01 BD 03 87 02 05 03 8B 00 D3 80 BA 02 05 81 D0 02 05 02 16 02 05 00 C5 02 05 00 BF 81 CD 02 05 80 C8 02 05 ,01 2B 81 C8 02 05 81 3C 01 29 81 DC 02 05 01 21 01 BC 81 95 02 05 2D 12 02 05 81 40 02 05 01 8C 01 97 02 05 81 90 02 05 81 21 81 C4 02 05 02 05 01 70 01 86 02 05 01 76 02 05 01 B4 02 11 02 05 01 94 02 05 06 56 31 5B 02 05 02 05 06 0D 81 45 00 E2 02 05 03 20 00 E1 02 05 81 E8 02 05 80 DE 81 E4 02 05 80 DA 02 05 01 4B 01 F8 02 1D 80 C1 02 05 81 87 80 C4 02 05 00 EA 02 05 81 78 02 05 81 D8 02 05 81 0D 80 F6 00 FB 02 05 05 C7 05 48 02 1B 02 05 01 5F 00 E4 80 F7 02 05 01 4E 02 05 81 D4 02 05 01 BD 03 87 02 05 03 8B 00 D3 80 BA 02 05 81 D0 02 05 02 16 02 05 00 C5 02 05 00 BF 81 CD 02 05 80 C8 02 05 
0F 86 00 00 00 06 01 03 00 00 00 64 ,0F 86 00 00 00 CB 01 03 C8 01 2C 81 C9 02 06 81 3D 01 2A 81 DD 02 06 01 22 01 BD 81 96 02 06 2D 13 02 06 81 41 02 06 01 8D 01 98 02 06 81 91 02 06 81 22 81 C5 02 06 02 06 01 71 01 87 02 06 01 77 02 06 01 B5 02 12 02 06 01 95 02 06 06 57 31 5C 02 06 02 06 06 0E 81 46 00 E3 02 06 03 21 00 E2 02 06 81 E9 02 06 80 DF 81 E5 02 06 80 DB 02 06 01 4C 01 F9 02 1E 80 C2 02 06 81 88 80 C5 02 06 00 EB 02 06 81 79 02 06 81 D9 02 06 81 0E 80 F7 00 FC 02 06 05 C8 05 49 02 1C 02 06 01 60 00 E5 80 F8 02 06 01 4F 02 06 81 D5 02 06 01 BE 03 88 02 06 03 8C 00 D4 80 BB 02 06 81 D1 02 06 02 17 02 06 00 C6 02 06 00 C0 81 CE 02 06 80 C9 02 06 ,01 2C 81 C9 02 06 81 3D 01 2A 81 DD 02 06 01 22 01 BD 81 96 02 06 2D 13 02 06 81 41 02 06 01 8D 01 98 02 06 81 91 02 06 81 22 81 C5 02 06 02 06 01 71 01 87 02 06 01 77 02 06 01 B5 02 12 02 06 01 95 02 06 06 57 31 5C 02 06 02 06 06 0E 81 46 00 E3 02 06 03 21 00 E2 02 06 81 E9 02 06 80 DF 81 E5 02 06 80 DB 02 06 01 4C 01 F9 02 1E 80 C2 02 06 81 88 80 C5 02 06 00 EB 02 06 81 79 02 06 81 D9 02 06 81 0E 80 F7 00 FC 02 06 05 C8 05 49 02 1C 02 06 01 60 00 E5 80 F8 02 06 01 4F 02 06 81 D5 02 06 01 BE 03 88 02 06 03 8C 00 D4 80 BB 02 06 81 D1 02 06 02 17 02 06 00 C6 02 06 00 C0 81 CE 02 06 80 C9 02 06 
0F 87 00 00 00 06 01 03 00 00 00 64 ,0F 87 00 00 00 CB 01 03 C8 01 2D 81 CA 02 07 81 3E 01 2B 81 DE 02 07 01 23 01 BE 81 97 02 07 2D 14 02 07 81 42 02 07 01 8E 01 99 02 07 81 92 02 07 81 23 81 C6 02 07 02 07 01 72 01 88 02 07 01 78 02 07 01 B6 02 13 02 07 01 96 02 07 06 58 31 5D 02 07 02 07 06 0F 81 47 00 E4 02 07 03 22 00 E3 02 07 81 EA 02 07 80 E0 81 E6 02 07 80 DC 02 07 01 4D 01 FA 02 1F 80 C3 02 07 81 89 80 C6 02 07 00 EC 02 07 81 7A 02 07 81 DA 02 07 81 0F 80 F8 00 FD 02 07 05 C9 05 4A 02 1D 02 07 01 61 00 E6 80 F9 02 07 01 50 02 07 81 D6 02 07 01 BF 03 89 02 07 03 8D 00 D5 80 BC 02 07 81 D2 02 07 02 18 02 07 00 C7 02 07 00 C1 81 CF 02 07 80 CA 02 07 ,01 2D 81 CA 02 07 81 3E 01 2B 81 DE 02 07 01 23 01 BE 81 97 02 07 2D 14 02 07 81 42 02 07 01 8E 01 99 02 07 81 92 02 07 81 23 81 C6 02 07 02 07 01 72 01 88 02 07 01 78 02 07 01 B6 02 13 02 07 01 96 02 07 06 58 31 5D 02 07 02 07 06 0F 81 47 00 E4 02 07 03 22 00 E3 02 07 81 EA 02 07 80 E0 81 E6 02 07 80 DC 02 07 01 4D 01 FA 02 1F 80 C3 02 07 81 89 80 C6 02 07 00 EC 02 07 81 7A 02 07 81 DA 02 07 81 0F 80 F8 00 FD 02 07 05 C9 05 4A 02 1D 02 07 01 61 00 E6 80 F9 02 07 01 50 02 07 81 D6 02 07 01 BF 03 89 02 07 03 8D 00 D5 80 BC 02 07 81 D2 02 07 02 18 02 07 00 C7 02 07 00 C1 81 CF 02 07 80 CA 02 07 
0F 88 00 00 00 06 01 03 00 00 00 64 ,0F 88 00 00 00 CB 01 03 C8 01 2E 81 CB 02 08 81 3F 01 2C 81 DF 02 08 01 24 01 BF 81 98 02 08 2D 15 02 08 81 43 02 08 01 8F 01 9A 02 08 81 93 02 08 81 24 81 C7 02 08 02 08 01 73 01 89 02 08 01 79 02 08 01 B7 02 14 02 08 01 97 02 08 06 59 31 5E 02 08 02 08 06 10 81 48 00 E5 02 08 03 23 00 E4 02 08 81 EB 02 08 80 E1 81 E7 02 08 80 DD 02 08 01 4E 01 FB 02 20 80 C4 02 08 81 8A 80 C7 02 08 00 ED 02 08 81 7B 02 08 81 DB 02 08 81 10 80 F9 00 FE 02 08 05 CA 05 4B 02 1E 02 08 01 62 00 E7 80 FA 02 08 01 51 02 08 81 D7 02 08 01 C0 03 8A 02 08 03 8E 00 D6 80 BD 02 08 81 D3 02 08 02 19 02 08 00 C8 02 08 00 C2 81 D0 02 08 80 CB 02 08 ,01 2E 81 CB 02 08 81 3F 01 2C 81 DF 02 08 01 24 01 BF 81 98 02 08 2D 15 02 08 81 43 02 08 01 8F 01 9A 02 08 81 93 02 08 81 24 81 C7 02 08 02 08 01 73 01 89 02 08 01 79 02 08 01 B7 02 14 02 08 01 97 02 08 06 59 31 5E 02 08 02 08 06 10 81 48 00 E5 02 08 03 23 00 E4 02 08 81 EB 02 08 80 E1 81 E7 02 08 80 DD 02 08 01 4E 01 FB 02 20 80 C4 02 08 81 8A 80 C7 02 08 00 ED 02 08 81 7B 02 08 81 DB 02 08 81 10 80 F9 00 FE 02 08 05 CA 05 4B 02 1E 02 08 01 62 00 E7 80 FA 02 08 01 51 02 08 81 D7 02 08 01 C0 03 8A 02 08 03 8E 00 D6 80 BD 02 08 81 D3 02 08 02 19 02 08 00 C8 02 08 00 C2 81 D0 02 08 80 CB 02 08 
0F 89 00 00 00 06 01 03 00 00 00 64 ,0F 89 00 00 00 CB 01 03 C8 01 2F 81 CC 02 09 81 40 01 2D 81 E0 02 09 01 25 01 C0 81 99 02 09 2D 16 02 09 81 44 02 09 01 90 01 9B 02 09 81 94 02 09 81 25 81 C8 02 09 02 09 01 74 01 8A 02 09 01 7A 02 09 01 B8 02 15 02 09 01 98 02 09 06 5A 31 5F 02 09 02 09 06 11 81 49 00 E6 02 09 03 24 00 E5 02 09 81 EC 02 09 80 E2 81 E8 02 09 80 DE 02 09 01 4F 01 FC 02 21 80 C5 02 09 81 8B 80 C8 02 09 00 EE 02 09 81 7C 02 09 81 DC 02 09 81 11 80 FA 00 FF 02 09 05 CB 05 4C 02 1F 02 09 01 63 00 E8 80 FB 02 09 01 52 02 09 81 D8 02 09 01 C1 03 8B 02 09 03 8F 00 D7 80 BE 02 09 81 D4 02 09 02 1A 02 09 00 C9 02 09 00 C3 81 D1 02 09 80 CC 02 09 ,01 2F 81 CC 02 09 81 40 01 2D 81 E0 02 09 01 25 01 C0 81 99 02 09 2D 16 02 09 81 44 02 09 01 90 01 9B 02 09 81 94 02 09 81 25 81 C8 02 09 02 09 01 74 01 8A 02 09 01 7A 02 09 01 B8 02 15 02 09 01 98 02 09 06 5A 31 5F 02 09 02 09 06 11 81 49 00 E6 02 09 03 24 00 E5 02 09 81 EC 02 09 80 E2 81 E8 02 09 80 DE 02 09 01 4F 01 FC 02 21 80 C5 02 09 81 8B 80 C8 02 09 00 EE 02 09 81 7C 02 09 81 DC 02 09 81 11 80 FA 00 FF 02 09 05 CB 05 4C 02 1F 02 09 01 63 00 E8 80 FB 02 09 01 52 02 09 81 D8 02 09 01 C1 03 8B 02 09 03 8F 00 D7 80 BE 02 09 81 D4 02 09 02 1A 02 09 00 C9 02 09 00 C3 81 D1 02 09 80 CC 02 09 
