request,response,result
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 88 02 1C 02 B2 02 20 02 B2 00 53 02 B2 01 79 02 B2 02 78 02 B2 02 24 02 D9 02 B2 81 5C 02 73 81 64 01 7F 01 DE 02 B2 02 B2 02 14 02 18 02 23 02 B2 01 FD 02 B2 02 7B 02 B2 81 AE 05 41 02 B2 0C D2 04 D6 02 B2 05 AA 02 B2 02 2F 02 B2 02 A3 02 B2 5A 34 02 B2 02 50 02 B2 03 27 81 54 02 B2 81 4F 02 B2 81 B2 F5 01 02 B2 02 B2 02 B2 02 B2 04 6E 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 81 A5 02 B2 02 55 02 81 02 B2 01 FE 02 B2 81 E3 02 80 01 E3 02 B2 F5 04 01 EF 02 B2 02 B2 02 B2 02 B2 81 A0 02 B2 02 73 00 7E 02 B2 81 A9 02 B2 02 78 02 B2 02 85 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 E7 0E ,02 88 02 1C 02 B2 02 20 02 B2 00 53 02 B2 01 79 02 B2 02 78 02 B2 02 24 02 D9 02 B2 81 5C 02 73 81 64 01 7F 01 DE 02 B2 02 B2 02 14 02 18 02 23 02 B2 01 FD 02 B2 02 7B 02 B2 81 AE 05 41 02 B2 0C D2 04 D6 02 B2 05 AA 02 B2 02 2F 02 B2 02 A3 02 B2 5A 34 02 B2 02 50 02 B2 03 27 81 54 02 B2 81 4F 02 B2 81 B2 F5 01 02 B2 02 B2 02 B2 02 B2 04 6E 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 81 A5 02 B2 02 55 02 81 02 B2 01 FE 02 B2 81 E3 02 80 01 E3 02 B2 F5 04 01 EF 02 B2 02 B2 02 B2 02 B2 81 A0 02 B2 02 73 00 7E 02 B2 81 A9 02 B2 02 78 02 B2 02 85 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2 02 B2
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 8C 02 20 02 B6 02 24 02 B6 00 57 02 B6 01 7D 02 B6 02 7C 02 B6 02 28 02 DD 02 B6 81 60 02 77 81 68 01 83 01 E2 02 B6 02 B6 02 18 02 1C 02 27 02 B6 02 01 02 B6 02 7F 02 B6 81 B2 05 45 02 B6 0C D6 04 DA 02 B6 05 AE 02 B6 02 33 02 B6 02 A7 02 B6 5A 38 02 B6 02 54 02 B6 03 2B 81 58 02 B6 81 53 02 B6 81 B6 F5 05 02 B6 02 B6 02 B6 02 B6 04 72 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 81 A9 02 B6 02 59 02 85 02 B6 02 02 02 B6 81 E7 02 84 01 E7 02 B6 F5 08 01 F3 02 B6 02 B6 02 B6 02 B6 81 A4 02 B6 02 77 00 82 02 B6 81 AD 02 B6 02 7C 02 B6 02 89 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 2F BD ,02 8C 02 20 02 B6 02 24 02 B6 00 57 02 B6 01 7D 02 B6 02 7C 02 B6 02 28 02 DD 02 B6 81 60 02 77 81 68 01 83 01 E2 02 B6 02 B6 02 18 02 1C 02 27 02 B6 02 01 02 B6 02 7F 02 B6 81 B2 05 45 02 B6 0C D6 04 DA 02 B6 05 AE 02 B6 02 33 02 B6 02 A7 02 B6 5A 38 02 B6 02 54 02 B6 03 2B 81 58 02 B6 81 53 02 B6 81 B6 F5 05 02 B6 02 B6 02 B6 02 B6 04 72 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 81 A9 02 B6 02 59 02 85 02 B6 02 02 02 B6 81 E7 02 84 01 E7 02 B6 F5 08 01 F3 02 B6 02 B6 02 B6 02 B6 81 A4 02 B6 02 77 00 82 02 B6 81 AD 02 B6 02 7C 02 B6 02 89 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6 02 B6
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 90 02 24 02 BA 02 28 02 BA 00 5B 02 BA 01 81 02 BA 02 80 02 BA 02 2C 02 E1 02 BA 81 64 02 7B 81 6C 01 87 01 E6 02 BA 02 BA 02 1C 02 20 02 2B 02 BA 02 05 02 BA 02 83 02 BA 81 B6 05 49 02 BA 0C DA 04 DE 02 BA 05 B2 02 BA 02 37 02 BA 02 AB 02 BA 5A 3C 02 BA 02 58 02 BA 03 2F 81 5C 02 BA 81 57 02 BA 81 BA F5 09 02 BA 02 BA 02 BA 02 BA 04 76 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 81 AD 02 BA 02 5D 02 89 02 BA 02 06 02 BA 81 EB 02 88 01 EB 02 BA F5 0C 01 F7 02 BA 02 BA 02 BA 02 BA 81 A8 02 BA 02 7B 00 86 02 BA 81 B1 02 BA 02 80 02 BA 02 8D 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA C7 74 ,02 90 02 24 02 BA 02 28 02 BA 00 5B 02 BA 01 81 02 BA 02 80 02 BA 02 2C 02 E1 02 BA 81 64 02 7B 81 6C 01 87 01 E6 02 BA 02 BA 02 1C 02 20 02 2B 02 BA 02 05 02 BA 02 83 02 BA 81 B6 05 49 02 BA 0C DA 04 DE 02 BA 05 B2 02 BA 02 37 02 BA 02 AB 02 BA 5A 3C 02 BA 02 58 02 BA 03 2F 81 5C 02 BA 81 57 02 BA 81 BA F5 09 02 BA 02 BA 02 BA 02 BA 04 76 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 81 AD 02 BA 02 5D 02 89 02 BA 02 06 02 BA 81 EB 02 88 01 EB 02 BA F5 0C 01 F7 02 BA 02 BA 02 BA 02 BA 81 A8 02 BA 02 7B 00 86 02 BA 81 B1 02 BA 02 80 02 BA 02 8D 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA 02 BA
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 94 02 28 02 BE 02 2C 02 BE 00 5F 02 BE 01 85 02 BE 02 84 02 BE 02 30 02 E5 02 BE 81 68 02 7F 81 70 01 8B 01 EA 02 BE 02 BE 02 20 02 24 02 2F 02 BE 02 09 02 BE 02 87 02 BE 81 BA 05 4D 02 BE 0C DE 04 E2 02 BE 05 B6 02 BE 02 3B 02 BE 02 AF 02 BE 5A 40 02 BE 02 5C 02 BE 03 33 81 60 02 BE 81 5B 02 BE 81 BE F5 0D 02 BE 02 BE 02 BE 02 BE 04 7A 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 81 B1 02 BE 02 61 02 8D 02 BE 02 0A 02 BE 81 EF 02 8C 01 EF 02 BE F5 10 01 FB 02 BE 02 BE 02 BE 02 BE 81 AC 02 BE 02 7F 00 8A 02 BE 81 B5 02 BE 02 84 02 BE 02 91 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE D6 82 ,02 94 02 28 02 BE 02 2C 02 BE 00 5F 02 BE 01 85 02 BE 02 84 02 BE 02 30 02 E5 02 BE 81 68 02 7F 81 70 01 8B 01 EA 02 BE 02 BE 02 20 02 24 02 2F 02 BE 02 09 02 BE 02 87 02 BE 81 BA 05 4D 02 BE 0C DE 04 E2 02 BE 05 B6 02 BE 02 3B 02 BE 02 AF 02 BE 5A 40 02 BE 02 5C 02 BE 03 33 81 60 02 BE 81 5B 02 BE 81 BE F5 0D 02 BE 02 BE 02 BE 02 BE 04 7A 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 81 B1 02 BE 02 61 02 8D 02 BE 02 0A 02 BE 81 EF 02 8C 01 EF 02 BE F5 10 01 FB 02 BE 02 BE 02 BE 02 BE 81 AC 02 BE 02 7F 00 8A 02 BE 81 B5 02 BE 02 84 02 BE 02 91 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE 02 BE
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 98 02 2C 02 C2 02 30 02 C2 00 63 02 C2 01 89 02 C2 02 88 02 C2 02 34 02 E9 02 C2 81 6C 02 83 81 74 01 8F 01 EE 02 C2 02 C2 02 24 02 28 02 33 02 C2 02 0D 02 C2 02 8B 02 C2 81 BE 05 51 02 C2 0C E2 04 E6 02 C2 05 BA 02 C2 02 3F 02 C2 02 B3 02 C2 5A 44 02 C2 02 60 02 C2 03 37 81 64 02 C2 81 5F 02 C2 81 C2 F5 11 02 C2 02 C2 02 C2 02 C2 04 7E 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 81 B5 02 C2 02 65 02 91 02 C2 02 0E 02 C2 81 F3 02 90 01 F3 02 C2 F5 14 01 FF 02 C2 02 C2 02 C2 02 C2 81 B0 02 C2 02 83 00 8E 02 C2 81 B9 02 C2 02 88 02 C2 02 95 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 40 CF ,02 98 02 2C 02 C2 02 30 02 C2 00 63 02 C2 01 89 02 C2 02 88 02 C2 02 34 02 E9 02 C2 81 6C 02 83 81 74 01 8F 01 EE 02 C2 02 C2 02 24 02 28 02 33 02 C2 02 0D 02 C2 02 8B 02 C2 81 BE 05 51 02 C2 0C E2 04 E6 02 C2 05 BA 02 C2 02 3F 02 C2 02 B3 02 C2 5A 44 02 C2 02 60 02 C2 03 37 81 64 02 C2 81 5F 02 C2 81 C2 F5 11 02 C2 02 C2 02 C2 02 C2 04 7E 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 81 B5 02 C2 02 65 02 91 02 C2 02 0E 02 C2 81 F3 02 90 01 F3 02 C2 F5 14 01 FF 02 C2 02 C2 02 C2 02 C2 81 B0 02 C2 02 83 00 8E 02 C2 81 B9 02 C2 02 88 02 C2 02 95 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2 02 C2
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 9C 02 30 02 C6 02 34 02 C6 00 67 02 C6 01 8D 02 C6 02 8C 02 C6 02 38 02 ED 02 C6 81 70 02 87 81 78 01 93 01 F2 02 C6 02 C6 02 28 02 2C 02 37 02 C6 02 11 02 C6 02 8F 02 C6 81 C2 05 55 02 C6 0C E6 04 EA 02 C6 05 BE 02 C6 02 43 02 C6 02 B7 02 C6 5A 48 02 C6 02 64 02 C6 03 3B 81 68 02 C6 81 63 02 C6 81 C6 F5 15 02 C6 02 C6 02 C6 02 C6 04 82 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 81 B9 02 C6 02 69 02 95 02 C6 02 12 02 C6 81 F7 02 94 01 F7 02 C6 F5 18 02 03 02 C6 02 C6 02 C6 02 C6 81 B4 02 C6 02 87 00 92 02 C6 81 BD 02 C6 02 8C 02 C6 02 99 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 77 5D ,02 9C 02 30 02 C6 02 34 02 C6 00 67 02 C6 01 8D 02 C6 02 8C 02 C6 02 38 02 ED 02 C6 81 70 02 87 81 78 01 93 01 F2 02 C6 02 C6 02 28 02 2C 02 37 02 C6 02 11 02 C6 02 8F 02 C6 81 C2 05 55 02 C6 0C E6 04 EA 02 C6 05 BE 02 C6 02 43 02 C6 02 B7 02 C6 5A 48 02 C6 02 64 02 C6 03 3B 81 68 02 C6 81 63 02 C6 81 C6 F5 15 02 C6 02 C6 02 C6 02 C6 04 82 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 81 B9 02 C6 02 69 02 95 02 C6 02 12 02 C6 81 F7 02 94 01 F7 02 C6 F5 18 02 03 02 C6 02 C6 02 C6 02 C6 81 B4 02 C6 02 87 00 92 02 C6 81 BD 02 C6 02 8C 02 C6 02 99 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6 02 C6
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 A0 02 34 02 CA 02 38 02 CA 00 6B 02 CA 01 91 02 CA 02 90 02 CA 02 3C 02 F1 02 CA 81 74 02 8B 81 7C 01 97 01 F6 02 CA 02 CA 02 2C 02 30 02 3B 02 CA 02 15 02 CA 02 93 02 CA 81 C6 05 59 02 CA 0C EA 04 EE 02 CA 05 C2 02 CA 02 47 02 CA 02 BB 02 CA 5A 4C 02 CA 02 68 02 CA 03 3F 81 6C 02 CA 81 67 02 CA 81 CA F5 19 02 CA 02 CA 02 CA 02 CA 04 86 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 81 BD 02 CA 02 6D 02 99 02 CA 02 16 02 CA 81 FB 02 98 01 FB 02 CA F5 1C 02 07 02 CA 02 CA 02 CA 02 CA 81 B8 02 CA 02 8B 00 96 02 CA 81 C1 02 CA 02 90 02 CA 02 9D 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 27 3C ,02 A0 02 34 02 CA 02 38 02 CA 00 6B 02 CA 01 91 02 CA 02 90 02 CA 02 3C 02 F1 02 CA 81 74 02 8B 81 7C 01 97 01 F6 02 CA 02 CA 02 2C 02 30 02 3B 02 CA 02 15 02 CA 02 93 02 CA 81 C6 05 59 02 CA 0C EA 04 EE 02 CA 05 C2 02 CA 02 47 02 CA 02 BB 02 CA 5A 4C 02 CA 02 68 02 CA 03 3F 81 6C 02 CA 81 67 02 CA 81 CA F5 19 02 CA 02 CA 02 CA 02 CA 04 86 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 81 BD 02 CA 02 6D 02 99 02 CA 02 16 02 CA 81 FB 02 98 01 FB 02 CA F5 1C 02 07 02 CA 02 CA 02 CA 02 CA 81 B8 02 CA 02 8B 00 96 02 CA 81 C1 02 CA 02 90 02 CA 02 9D 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA 02 CA
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 A4 02 38 02 CE 02 3C 02 CE 00 6F 02 CE 01 95 02 CE 02 94 02 CE 02 40 02 F5 02 CE 81 78 02 8F 81 80 01 9B 01 FA 02 CE 02 CE 02 30 02 34 02 3F 02 CE 02 19 02 CE 02 97 02 CE 81 CA 05 5D 02 CE 0C EE 04 F2 02 CE 05 C6 02 CE 02 4B 02 CE 02 BF 02 CE 5A 50 02 CE 02 6C 02 CE 03 43 81 70 02 CE 81 6B 02 CE 81 CE F5 1D 02 CE 02 CE 02 CE 02 CE 04 8A 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 81 C1 02 CE 02 71 02 9D 02 CE 02 1A 02 CE 81 FF 02 9C 01 FF 02 CE F5 20 02 0B 02 CE 02 CE 02 CE 02 CE 81 BC 02 CE 02 8F 00 9A 02 CE 81 C5 02 CE 02 94 02 CE 02 A1 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE AE 1D ,02 A4 02 38 02 CE 02 3C 02 CE 00 6F 02 CE 01 95 02 CE 02 94 02 CE 02 40 02 F5 02 CE 81 78 02 8F 81 80 01 9B 01 FA 02 CE 02 CE 02 30 02 34 02 3F 02 CE 02 19 02 CE 02 97 02 CE 81 CA 05 5D 02 CE 0C EE 04 F2 02 CE 05 C6 02 CE 02 4B 02 CE 02 BF 02 CE 5A 50 02 CE 02 6C 02 CE 03 43 81 70 02 CE 81 6B 02 CE 81 CE F5 1D 02 CE 02 CE 02 CE 02 CE 04 8A 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 81 C1 02 CE 02 71 02 9D 02 CE 02 1A 02 CE 81 FF 02 9C 01 FF 02 CE F5 20 02 0B 02 CE 02 CE 02 CE 02 CE 81 BC 02 CE 02 8F 00 9A 02 CE 81 C5 02 CE 02 94 02 CE 02 A1 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE 02 CE
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 A8 02 3C 02 D2 02 40 02 D2 00 73 02 D2 01 99 02 D2 02 98 02 D2 02 44 02 F9 02 D2 81 7C 02 93 81 84 01 9F 01 FE 02 D2 02 D2 02 34 02 38 02 43 02 D2 02 1D 02 D2 02 9B 02 D2 81 CE 05 61 02 D2 0C F2 04 F6 02 D2 05 CA 02 D2 02 4F 02 D2 02 C3 02 D2 5A 54 02 D2 02 70 02 D2 03 47 81 74 02 D2 81 6F 02 D2 81 D2 F5 21 02 D2 02 D2 02 D2 02 D2 04 8E 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 81 C5 02 D2 02 75 02 A1 02 D2 02 1E 02 D2 82 03 02 A0 02 03 02 D2 F5 24 02 0F 02 D2 02 D2 02 D2 02 D2 81 C0 02 D2 02 93 00 9E 02 D2 81 C9 02 D2 02 98 02 D2 02 A5 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 29 A4 ,02 A8 02 3C 02 D2 02 40 02 D2 00 73 02 D2 01 99 02 D2 02 98 02 D2 02 44 02 F9 02 D2 81 7C 02 93 81 84 01 9F 01 FE 02 D2 02 D2 02 34 02 38 02 43 02 D2 02 1D 02 D2 02 9B 02 D2 81 CE 05 61 02 D2 0C F2 04 F6 02 D2 05 CA 02 D2 02 4F 02 D2 02 C3 02 D2 5A 54 02 D2 02 70 02 D2 03 47 81 74 02 D2 81 6F 02 D2 81 D2 F5 21 02 D2 02 D2 02 D2 02 D2 04 8E 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 81 C5 02 D2 02 75 02 A1 02 D2 02 1E 02 D2 82 03 02 A0 02 03 02 D2 F5 24 02 0F 02 D2 02 D2 02 D2 02 D2 81 C0 02 D2 02 93 00 9E 02 D2 81 C9 02 D2 02 98 02 D2 02 A5 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2 02 D2
01 04 00 00 00 64 F1 E1 ,01 04 C8 02 AC 02 40 02 D6 02 44 02 D6 00 77 02 D6 01 9D 02 D6 02 9C 02 D6 02 48 02 FD 02 D6 81 80 02 97 81 88 01 A3 02 02 02 D6 02 D6 02 38 02 3C 02 47 02 D6 02 21 02 D6 02 9F 02 D6 81 D2 05 65 02 D6 0C F6 04 FA 02 D6 05 CE 02 D6 02 53 02 D6 02 C7 02 D6 5A 58 02 D6 02 74 02 D6 03 4B 81 78 02 D6 81 73 02 D6 81 D6 F5 25 02 D6 02 D6 02 D6 02 D6 04 92 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 81 C9 02 D6 02 79 02 A5 02 D6 02 22 02 D6 82 07 02 A4 02 07 02 D6 F5 28 02 13 02 D6 02 D6 02 D6 02 D6 81 C4 02 D6 02 97 00 A2 02 D6 81 CD 02 D6 02 9C 02 D6 02 A9 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 CA 4C ,02 AC 02 40 02 D6 02 44 02 D6 00 77 02 D6 01 9D 02 D6 02 9C 02 D6 02 48 02 FD 02 D6 81 80 02 97 81 88 01 A3 02 02 02 D6 02 D6 02 38 02 3C 02 47 02 D6 02 21 02 D6 02 9F 02 D6 81 D2 05 65 02 D6 0C F6 04 FA 02 D6 05 CE 02 D6 02 53 02 D6 02 C7 02 D6 5A 58 02 D6 02 74 02 D6 03 4B 81 78 02 D6 81 73 02 D6 81 D6 F5 25 02 D6 02 D6 02 D6 02 D6 04 92 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 81 C9 02 D6 02 79 02 A5 02 D6 02 22 02 D6 82 07 02 A4 02 07 02 D6 F5 28 02 13 02 D6 02 D6 02 D6 02 D6 81 C4 02 D6 02 97 00 A2 02 D6 81 CD 02 D6 02 9C 02 D6 02 A9 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6 02 D6
