request,response,result
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 42 45 0D 0A ,31 39 32 30 30 38 30 37 31 31 39 30 30 30 38 32 30 32 34 30 43 32 43 30 30 34 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 32 31 0D 0A ,45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 32 31 0D 0A ,45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 
3A 30 31 30 31 30 30 30 30 30 30 36 34 39 41 0D 0A ,3A 30 31 30 31 30 44 45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 32 31 0D 0A ,45 36 44 46 46 37 46 38 45 45 36 46 46 46 37 44 46 44 42 46 33 44 33 46 30 42 
